,Name,State,Term,Party
13452,"EVANS, Frank Edward",Colorado,90th Congress (1967-1969),Democrat
13453,"McCORMACK, John William",Massachusetts,90th Congress (1967-1969),Democrat
13454,"MACHEN, Hervey Gilbert",Maryland,90th Congress (1967-1969),Democrat
13455,"PRYOR, David Hampton",Arkansas,90th Congress (1967-1969),Democrat
13456,"GIAIMO, Robert Nicholas",Connecticut,90th Congress (1967-1969),Democrat
13457,"ASPINALL, Wayne Norviel",Colorado,90th Congress (1967-1969),Democrat
13458,"IRWIN, Donald Jay",Connecticut,90th Congress (1967-1969),Democrat
13459,"SMITH, Neal Edward",Iowa,90th Congress (1967-1969),Democrat
13460,"VIGORITO, Joseph Phillip",Pennsylvania,90th Congress (1967-1969),Democrat
13461,"TUNNEY, John Varick",California,90th Congress (1967-1969),Democrat
13462,"HECHLER, Kenneth William",West Virginia,90th Congress (1967-1969),Democrat
13463,"MACDONALD, Torbert Hart",Massachusetts,90th Congress (1967-1969),Democrat
13464,"GARMATZ, Edward Alexander",Maryland,90th Congress (1967-1969),Democrat
13465,"BOLAND, Edward Patrick",Massachusetts,90th Congress (1967-1969),Democrat
13466,"HANLEY, James Michael",New York,90th Congress (1967-1969),Democrat
13467,"HAYS, Wayne Levere",Ohio,90th Congress (1967-1969),Democrat
13468,"DELANEY, James Joseph",New York,90th Congress (1967-1969),Democrat
13469,"FEIGHAN, Michael Aloysius",Ohio,90th Congress (1967-1969),Democrat
13470,"MINISH, Joseph George",New Jersey,90th Congress (1967-1969),Democrat
13471,"JOELSON, Charles Samuel",New Jersey,90th Congress (1967-1969),Democrat
13472,"DONOHUE, Harold Daniel",Massachusetts,90th Congress (1967-1969),Democrat
13473,"CLARK, Frank Monroe",Pennsylvania,90th Congress (1967-1969),Democrat
13474,"NATCHER, William Huston",Kentucky,90th Congress (1967-1969),Democrat
13475,"McCARTHY, Richard Dean",New York,90th Congress (1967-1969),Democrat
13476,"SHIPLEY, George Edward",Illinois,90th Congress (1967-1969),Democrat
13477,"SLACK, John Mark, Jr.",West Virginia,90th Congress (1967-1969),Democrat
13478,"PUCINSKI, Roman Conrad",Illinois,90th Congress (1967-1969),Democrat
13479,"ROGERS, Byron Giles",Colorado,90th Congress (1967-1969),Democrat
13480,"STEED, Thomas Jefferson",Oklahoma,90th Congress (1967-1969),Democrat
13481,"BLANTON, Leonard Ray",Tennessee,90th Congress (1967-1969),Democrat
13482,"LONG, Clarence Dickinson",Maryland,90th Congress (1967-1969),Democrat
13483,"WOLFF, Lester Lionel",New York,90th Congress (1967-1969),Democrat
13484,"JONES, Walter Beaman, Sr.",North Carolina,90th Congress (1967-1969),Democrat
13485,"PURCELL, Graham Boynton, Jr.",Texas,90th Congress (1967-1969),Democrat
13486,"de la GARZA, Eligio, II (Kika)",Texas,90th Congress (1967-1969),Democrat
13487,"DULSKI, Thaddeus Joseph",New York,90th Congress (1967-1969),Democrat
13488,"STUBBLEFIELD, Frank Albert",Kentucky,90th Congress (1967-1969),Democrat
13489,"GREEN, Edith Starrett",Oregon,90th Congress (1967-1969),Democrat
13490,"PHILBIN, Philip Joseph",Massachusetts,90th Congress (1967-1969),Democrat
13491,"MILLS, Wilbur Daigh",Arkansas,90th Congress (1967-1969),Democrat
13492,"ROUSH, John Edward",Indiana,90th Congress (1967-1969),Democrat
13493,"GIBBONS, Sam Melville",Florida,90th Congress (1967-1969),Democrat
13494,"EDWARDS, Edwin Washington",Louisiana,90th Congress (1967-1969),Democrat
13495,"MONAGAN, John Stephen",Connecticut,90th Congress (1967-1969),Democrat
13496,"MORRIS, Thomas Gayle",New Mexico,90th Congress (1967-1969),Democrat
13497,"KAZEN, Abraham, Jr.",Texas,90th Congress (1967-1969),Democrat
13498,"PICKLE, James Jarrell (Jake)",Texas,90th Congress (1967-1969),Democrat
13499,"EVERETT, Robert Ashton",Tennessee,90th Congress (1967-1969),Democrat
13500,"BEVILL, Tom",Alabama,90th Congress (1967-1969),Democrat
13501,"WALKER, E. S. Johnny",New Mexico,90th Congress (1967-1969),Democrat
13502,"WATTS, John Clarence",Kentucky,90th Congress (1967-1969),Democrat
13503,"WILLIS, Edwin Edward",Louisiana,90th Congress (1967-1969),Democrat
13504,"CABELL, Earle",Texas,90th Congress (1967-1969),Democrat
13505,"DAVIS, John William",Georgia,90th Congress (1967-1969),Democrat
13506,"STEPHENS, Robert Grier, Jr.",Georgia,90th Congress (1967-1969),Democrat
13507,"RANDALL, William Joseph",Missouri,90th Congress (1967-1969),Democrat
13508,"FUQUA, Don",Florida,90th Congress (1967-1969),Democrat
13509,"FALLON, George Hyde",Maryland,90th Congress (1967-1969),Democrat
13510,"HAMILTON, Lee Herbert",Indiana,90th Congress (1967-1969),Democrat
13511,"MAHON, George Herman",Texas,90th Congress (1967-1969),Democrat
13512,"PIKE, Otis Grey",New York,90th Congress (1967-1969),Democrat
13513,"WHITTEN, Jamie Lloyd",Mississippi,90th Congress (1967-1969),Democrat
13514,"HARDY, Porter, Jr.",Virginia,90th Congress (1967-1969),Democrat
13515,"GALIFIANAKIS, Nick",North Carolina,90th Congress (1967-1969),Democrat
13516,"WHALEN, Charles William, Jr.",Ohio,90th Congress (1967-1969),Republican
13517,"STRATTON, Samuel Studdiford",New York,90th Congress (1967-1969),Democrat
13518,"WHITE, Richard Crawford",Texas,90th Congress (1967-1969),Democrat
13519,"LANDRUM, Phillip Mitchell",Georgia,90th Congress (1967-1969),Democrat
13520,"ROBERTS, Herbert Ray",Texas,90th Congress (1967-1969),Democrat
13521,"SIKES, Robert Lee Fulton",Florida,90th Congress (1967-1969),Democrat
13522,"JONES, Paul Caruthers",Missouri,90th Congress (1967-1969),Democrat
13523,"GETTYS, Thomas Smithwick",South Carolina,90th Congress (1967-1969),Democrat
13524,"STUCKEY, Williamson Sylvester, Jr.",Georgia,90th Congress (1967-1969),Democrat
13525,"HULL, William Raleigh, Jr.",Missouri,90th Congress (1967-1969),Democrat
13526,"HENDERSON, David Newton",North Carolina,90th Congress (1967-1969),Democrat
13527,"TEAGUE, Olin Earl",Texas,90th Congress (1967-1969),Democrat
13528,"CASEY, Robert Randolph",Texas,90th Congress (1967-1969),Democrat
13529,"HALPERN, Seymour",New York,90th Congress (1967-1969),Republican
13530,"RIVERS, Lucius Mendel",South Carolina,90th Congress (1967-1969),Democrat
13531,"BENNETT, Charles Edward",Florida,90th Congress (1967-1969),Democrat
13532,"ROGERS, Paul Grant",Florida,90th Congress (1967-1969),Democrat
13533,"POAGE, William Robert",Texas,90th Congress (1967-1969),Democrat
13534,"HÉBERT, Felix Edward",Louisiana,90th Congress (1967-1969),Democrat
13535,"HAGAN, George Elliott",Georgia,90th Congress (1967-1969),Democrat
13536,"RIEGLE, Donald Wayne, Jr.",Michigan,90th Congress (1967-1969),Republican
13537,"BRINKLEY, Jack Thomas",Georgia,90th Congress (1967-1969),Democrat
13538,"SELDEN, Armistead Inge, Jr.",Alabama,90th Congress (1967-1969),Democrat
13539,"JACOBS, Andrew, Jr.",Indiana,90th Congress (1967-1969),Democrat
13540,"KUPFERMAN, Theodore Roosevelt",New York,90th Congress (1967-1969),Republican
13541,"TAYLOR, Roy Arthur",North Carolina,90th Congress (1967-1969),Democrat
13542,"REID, Ogden Rogers",New York,90th Congress (1967-1969),Republican
13543,"KORNEGAY, Horace Robinson",North Carolina,90th Congress (1967-1969),Democrat
13544,"GRIFFIN, Charles Hudson",Mississippi,90th Congress (1967-1969),Democrat
13545,"DOWNING, Thomas Nelms",Virginia,90th Congress (1967-1969),Democrat
13546,"BARING, Walter Stephan, Jr.",Nevada,90th Congress (1967-1969),Democrat
13547,"PASSMAN, Otto Ernest",Louisiana,90th Congress (1967-1969),Democrat
13548,"McMILLAN, John Lanneau",South Carolina,90th Congress (1967-1969),Democrat
13549,"NICHOLS, William Flynt",Alabama,90th Congress (1967-1969),Democrat
13550,"FOUNTAIN, Lawrence H.",North Carolina,90th Congress (1967-1969),Democrat
13551,"MATHIAS, Charles McCurdy, Jr.",Maryland,90th Congress (1967-1969),Republican
13552,"ANDREWS, George William",Alabama,90th Congress (1967-1969),Democrat
13553,"GUDE, Gilbert",Maryland,90th Congress (1967-1969),Republican
13554,"WHITENER, Basil Lee",North Carolina,90th Congress (1967-1969),Democrat
13555,"BUTTON, Daniel Evan",New York,90th Congress (1967-1969),Republican
13556,"LONG, Speedy Oteria",Louisiana,90th Congress (1967-1969),Democrat
13557,"CONTE, Silvio Ottavio",Massachusetts,90th Congress (1967-1969),Republican
13558,"DORN, William Jennings Bryan",South Carolina,90th Congress (1967-1969),Democrat
13559,"JARMAN, John",Oklahoma,90th Congress (1967-1969),Democrat
13560,"HERLONG, Albert Sydney, Jr.",Florida,90th Congress (1967-1969),Democrat
13561,"HECKLER, Margaret M.",Massachusetts,90th Congress (1967-1969),Republican
13562,"HORTON, Frank Jefferson",New York,90th Congress (1967-1969),Republican
13563,"FLYNT, John James, Jr.",Georgia,90th Congress (1967-1969),Democrat
13564,"ICHORD, Richard Howard, II",Missouri,90th Congress (1967-1969),Democrat
13565,"BURLESON, Omar Truman",Texas,90th Congress (1967-1969),Democrat
13566,"GATHINGS, Ezekiel Candler",Arkansas,90th Congress (1967-1969),Democrat
13567,"FULTON, James Grove",Pennsylvania,90th Congress (1967-1969),Republican
13568,"WAGGONNER, Joseph David, Jr.",Louisiana,90th Congress (1967-1969),Democrat
13569,"MONTGOMERY, Gillespie V. (Sonny)",Mississippi,90th Congress (1967-1969),Democrat
13570,"O'NEAL, Maston Emmett, Jr.",Georgia,90th Congress (1967-1969),Democrat
13571,"POOL, Joe Richard",Texas,90th Congress (1967-1969),Democrat
13572,"McCLOSKEY, Paul Norton , Jr. (Pete)",California,90th Congress (1967-1969),Republican
13573,"SCHWEIKER, Richard Schultz",Pennsylvania,90th Congress (1967-1969),Republican
13574,"BIESTER, Edward George, Jr.",Pennsylvania,90th Congress (1967-1969),Republican
13575,"FISHER, Ovie Clark",Texas,90th Congress (1967-1969),Democrat
13576,"MORSE, Frank Bradford",Massachusetts,90th Congress (1967-1969),Republican
13577,"LENNON, Alton Asa",North Carolina,90th Congress (1967-1969),Democrat
13578,"FINO, Paul Albert",New York,90th Congress (1967-1969),Republican
13579,"ABERNETHY, Thomas Gerstle",Mississippi,90th Congress (1967-1969),Democrat
13580,"COLMER, William Meyers",Mississippi,90th Congress (1967-1969),Democrat
13581,"STAFFORD, Robert Theodore",Vermont,90th Congress (1967-1969),Republican
13582,"ASHMORE, Robert Thomas",South Carolina,90th Congress (1967-1969),Democrat
13583,"O'KONSKI, Alvin Edward",Wisconsin,90th Congress (1967-1969),Republican
13584,"DWYER, Florence Price",New Jersey,90th Congress (1967-1969),Republican
13585,"CORBETT, Robert James",Pennsylvania,90th Congress (1967-1969),Republican
13586,"CARTER, Tim Lee",Kentucky,90th Congress (1967-1969),Republican
13587,"DOWDY, John Vernard",Texas,90th Congress (1967-1969),Democrat
13588,"ANDREWS, Mark",North Dakota,90th Congress (1967-1969),Republican
13589,"ABBITT, Watkins Moorman",Virginia,90th Congress (1967-1969),Democrat
13590,"CAHILL, William Thomas",New Jersey,90th Congress (1967-1969),Republican
13591,"McDADE, Joseph Michael",Pennsylvania,90th Congress (1967-1969),Republican
13592,"POLLOCK, Howard Wallace",Alaska,90th Congress (1967-1969),Republican
13593,"HALEY, James Andrew",Florida,90th Congress (1967-1969),Democrat
13594,"MARSH, John Otho, Jr.",Virginia,90th Congress (1967-1969),Democrat
13595,"WYATT, Wendell",Oregon,90th Congress (1967-1969),Republican
13596,"RAILSBACK, Thomas Fisher",Illinois,90th Congress (1967-1969),Republican
13597,"MAILLIARD, William Somers",California,90th Congress (1967-1969),Republican
13598,"MATHIAS, Robert Bruce (Bob)",California,90th Congress (1967-1969),Republican
13599,"WIDNALL, William Beck",New Jersey,90th Congress (1967-1969),Republican
13600,"WILLIAMS, John Bell",Mississippi,90th Congress (1967-1969),Democrat
13601,"SAYLOR, John Phillips",Pennsylvania,90th Congress (1967-1969),Republican
13602,"ESCH, Marvin Leonel",Michigan,90th Congress (1967-1969),Republican
13603,"STANTON, John William",Ohio,90th Congress (1967-1969),Republican
13604,"SANDMAN, Charles William, Jr.",New Jersey,90th Congress (1967-1969),Republican
13605,"AYRES, William Hanes",Ohio,90th Congress (1967-1969),Republican
13606,"MOORE, Arch Alfred, Jr.",West Virginia,90th Congress (1967-1969),Republican
13607,"PIRNIE, Alexander",New York,90th Congress (1967-1969),Republican
13608,"BUCHANAN, John Hall, Jr.",Alabama,90th Congress (1967-1969),Republican
13609,"WAMPLER, William Creed",Virginia,90th Congress (1967-1969),Republican
13610,"KEITH, Hastings",Massachusetts,90th Congress (1967-1969),Republican
13611,"BROTZMAN, Donald Glenn",Colorado,90th Congress (1967-1969),Republican
13612,"McDONALD, Jack H.",Michigan,90th Congress (1967-1969),Republican
13613,"MESKILL, Thomas Joseph",Connecticut,90th Congress (1967-1969),Republican
13614,"BROYHILL, Joel Thomas",Virginia,90th Congress (1967-1969),Republican
13615,"CLAUSEN, Donald Holst",California,90th Congress (1967-1969),Republican
13616,"REIFEL, Benjamin",South Dakota,90th Congress (1967-1969),Republican
13617,"TUCK, William Munford",Virginia,90th Congress (1967-1969),Democrat
13618,"RUPPE, Philip Edward",Michigan,90th Congress (1967-1969),Republican
13619,"FRELINGHUYSEN, Peter Hood Ballantine, Jr.",New Jersey,90th Congress (1967-1969),Republican
13620,"SCHWENGEL, Frederick Delbert",Iowa,90th Congress (1967-1969),Republican
13621,"MAY, Catherine Dean",Washington,90th Congress (1967-1969),Republican
13622,"PETTIS, Jerry Lyle",California,90th Congress (1967-1969),Republican
13623,"MIZE, Chester Louis",Kansas,90th Congress (1967-1969),Republican
13624,"SHRIVER, Garner E.",Kansas,90th Congress (1967-1969),Republican
13625,"EDWARDS, William Jackson (Jack)",Alabama,90th Congress (1967-1969),Republican
13626,"MOSHER, Charles Adams",Ohio,90th Congress (1967-1969),Republican
13627,"BURTON, Laurence Junior",Utah,90th Congress (1967-1969),Republican
13628,"ZWACH, John Matthew",Minnesota,90th Congress (1967-1969),Republican
13629,"ANDERSON, John Bayard",Illinois,90th Congress (1967-1969),Republican
13630,"BELL, Alphonzo",California,90th Congress (1967-1969),Republican
13631,"SPRINGER, William Lee",Illinois,90th Congress (1967-1969),Republican
13632,"PELLY, Thomas Minor",Washington,90th Congress (1967-1969),Republican
13633,"HARSHA, William Howard",Ohio,90th Congress (1967-1969),Republican
13634,"QUIE, Albert Harold",Minnesota,90th Congress (1967-1969),Republican
13635,"THOMPSON, Standish Fletcher",Georgia,90th Congress (1967-1969),Republican
13636,"SKUBITZ, Joe",Kansas,90th Congress (1967-1969),Republican
13637,"WHALLEY, John Irving",Pennsylvania,90th Congress (1967-1969),Republican
13638,"DUNCAN, John James",Tennessee,90th Congress (1967-1969),Republican
13639,"BATES, William Henry",Massachusetts,90th Congress (1967-1969),Republican
13640,"BUSH, George Herbert Walker",Texas,90th Congress (1967-1969),Republican
13641,"WILLIAMS, Lawrence Gordon",Pennsylvania,90th Congress (1967-1969),Republican
13642,"JOHNSON, Albert Walter",Pennsylvania,90th Congress (1967-1969),Republican
13643,"COWGER, William Owen",Kentucky,90th Congress (1967-1969),Republican
13644,"HARVEY, James",Michigan,90th Congress (1967-1969),Republican
13645,"GUBSER, Charles Samuel",California,90th Congress (1967-1969),Republican
13646,"MORTON, Rogers Clark Ballard",Maryland,90th Congress (1967-1969),Republican
13647,"CUNNINGHAM, Glenn Clarence",Nebraska,90th Congress (1967-1969),Republican
13648,"CLEVELAND, James Colgate",New Hampshire,90th Congress (1967-1969),Republican
13649,"SMITH, James Vernon",Oklahoma,90th Congress (1967-1969),Republican
13650,"CRAMER, William Cato",Florida,90th Congress (1967-1969),Republican
13651,"RHODES, John Jacob",Arizona,90th Congress (1967-1969),Republican
13652,"BROOMFIELD, William S.",Michigan,90th Congress (1967-1969),Republican
13653,"LLOYD, Sherman Parkinson",Utah,90th Congress (1967-1969),Republican
13654,"BOLTON, Frances Payne",Ohio,90th Congress (1967-1969),Republican
13655,"WYLIE, Chalmers Pangburn",Ohio,90th Congress (1967-1969),Republican
13656,"SMITH, Henry P., III",New York,90th Congress (1967-1969),Republican
13657,"THOMSON, Vernon Wallace",Wisconsin,90th Congress (1967-1969),Republican
13658,"REINECKE, Edwin",California,90th Congress (1967-1969),Republican
13659,"McEWEN, Robert Cameron",New York,90th Congress (1967-1969),Republican
13660,"BATTIN, James Franklin",Montana,90th Congress (1967-1969),Republican
13661,"BRAY, William Gilmer",Indiana,90th Congress (1967-1969),Republican
13662,"WYMAN, Louis Crosby",New Hampshire,90th Congress (1967-1969),Republican
13663,"MYERS, John Thomas",Indiana,90th Congress (1967-1969),Republican
13664,"WATSON, Albert William",South Carolina,90th Congress (1967-1969),Republican
13665,"BURKE, J. Herbert",Florida,90th Congress (1967-1969),Republican
13666,"TEAGUE, Charles McKevett",California,90th Congress (1967-1969),Republican
13667,"QUILLEN, James Henry",Tennessee,90th Congress (1967-1969),Republican
13668,"KUYKENDALL, Dan Heflin",Tennessee,90th Congress (1967-1969),Republican
13669,"FINDLEY, Paul",Illinois,90th Congress (1967-1969),Republican
13670,"WINN, Edward Lawrence, Jr. (Larry)",Kansas,90th Congress (1967-1969),Republican
13671,"CHAMBERLAIN, Charles Ernest",Michigan,90th Congress (1967-1969),Republican
13672,"VANDER JAGT, Guy Adrian",Michigan,90th Congress (1967-1969),Republican
13673,"GROVER, James Russell, Jr.",New York,90th Congress (1967-1969),Republican
13674,"TALCOTT, Burt Lacklen",California,90th Congress (1967-1969),Republican
13675,"HAMMERSCHMIDT, John Paul",Arkansas,90th Congress (1967-1969),Republican
13676,"GOODELL, Charles Ellsworth",New York,90th Congress (1967-1969),Republican
13677,"McCLORY, Robert",Illinois,90th Congress (1967-1969),Republican
13678,"KLEPPE, Thomas Savig",North Dakota,90th Congress (1967-1969),Republican
13679,"SNYDER, Marion Gene",Kentucky,90th Congress (1967-1969),Republican
13680,"ROBISON, Howard Winfield",New York,90th Congress (1967-1969),Republican
13681,"WILSON, Robert Carlton (Bob)",California,90th Congress (1967-1969),Republican
13682,"SATTERFIELD, David Edward, III",Virginia,90th Congress (1967-1969),Democrat
13683,"POFF, Richard Harding",Virginia,90th Congress (1967-1969),Republican
13684,"ADAIR, Edwin Ross",Indiana,90th Congress (1967-1969),Republican
13685,"NELSEN, Ancher",Minnesota,90th Congress (1967-1969),Republican
13686,"HARRISON, William Henry",Wyoming,90th Congress (1967-1969),Republican
13687,"BROYHILL, James Thomas",North Carolina,90th Congress (1967-1969),Republican
13688,"CEDERBERG, Elford Albin",Michigan,90th Congress (1967-1969),Republican
13689,"ROTH, William Victor, Jr.",Delaware,90th Congress (1967-1969),Republican
